id,title,notes,purpose,license_title,license_id,num_resources,tag_string,num_tags,metadata_created,metadata_modified,organization_title,organization_name,maintainer,maintainer_email,url,package_title_id
65741bad-b79d-46f6-a3da-72efbe861a01,Експлуатаційна безпека атомних електростанцій,"У наборі наведено відомості про всі події, пов'язані з питаннями безпеки експлуатації атомних електростанцій, в розрізі конкретних енергоблоків. Також зазначенням вказано дату, короткий опис події та обсяг недовиробленої електроенергії у зв'язку із цим. Слід зазначити, що всі події класифікуються відповідно до міжнародної шкали ядерних подій (INES). Розшифровку кожного з рівнів шкали зазначено в файлі зі структурою набору. Набір даних ведеться накопиченим підсумком, починаючи з квітня 2018 року.","Закону України ""Про доступ до публічної інформації"" від 13 січня 2011 року № 2939-VI. Для інформування громадськості ",Creative Commons Attribution,cc-by,3,"електростанції,безпека",2,2018-08-15,2020-09-08,Міністерство енергетики та вугільної промисловості України,ministerstvo-enerhetyky-ta-vuhilnoyi-promyslovosti-ukrayiny,Хала Олена Анатоліївна,khala.elena@mev.gov.ua,https://data.gov.ua/dataset/65741bad-b79d-46f6-a3da-72efbe861a01,Експлуатаційна безпека атомних електростанцій (65741bad-b79d-46f6-a3da-72efbe861a01)
6dc95880-248f-4194-a1b7-8443207d2a24,"Інформація щодо чисельності осіб, яким припинено виплату у зв'язку з переїздом на постійне місце проживання за кордон та чисельності осіб, які повернулися на територію  України на постійне місце проживання з інших країн","Інформація щодо чисельності осіб, яким припинено виплату у зв'язку з переїздом на постійне місце проживання за кордон та чисельності осіб, які повернулися на територію  України на постійне місце проживання з інших країн                         ",Наказ Пенсійного фонду України від 01.06.2017 №105,Creative Commons Attribution,cc-by,2,"особиякі повернулися на тереторію україни,особи яким припинена виплата пенсії",2,2019-02-04,2019-08-15,Пенсійний фонд України,pensiinyi-fond-ukrayiny,Тонкопрядов Євген Олександрович,etonkopriadov@pfu.gov.ua,https://data.gov.ua/dataset/6dc95880-248f-4194-a1b7-8443207d2a24,"Інформація щодо чисельності осіб, яким припинено виплату у зв'язку з переїздом на постійне місце проживання за кордон та чисельності осіб, які повернулися на територію  України на постійне місце проживання з інших країн (6dc95880-248f-4194-a1b7-8443207d2a24)"
779a4526-11d1-4f88-aa55-8330311d4ca8,"Фінансова звітність суб’єктів господарювання державного сектору економіки, що належать до сфери управління Міністерства внутрішніх справ України","Фінансова звітність суб’єктів господарювання державного сектору економіки, що належать до сфери управління Міністерства внутрішніх справ України складається з декількох ресурсів, які містять звіти у форматі електронного документа, сформованого в автоматизованій системі збирання, накопичення та оброблення інформації про діяльність суб’єктів господарювання державного сектору економіки","Закон України ""Про бухгалтерський облік та фінансову звітність в Україні"", Наказ Міністерства фінансів України від 07.02.2013 № 73",Creative Commons Attribution,cc-by,1,"фінансова звітність,сфера управління,звітність",3,2020-08-06,2020-08-17,Міністерство внутрішніх справ України,ministerstvo-vnutrishnikh-sprav-ukrayiny,Голубнича Юлія Костянтинівна,y.holubnycha@mvs.gov.ua,https://data.gov.ua/dataset/779a4526-11d1-4f88-aa55-8330311d4ca8,"Фінансова звітність суб’єктів господарювання державного сектору економіки, що належать до сфери управління Міністерства внутрішніх справ України (779a4526-11d1-4f88-aa55-8330311d4ca8)"
418fd04c-67ef-42fc-a07f-1c876380cf46,"Перелік лікарських засобів, які включені до Національного переліку основних лікарських засобів та на які встановлюються граничні оптово-відпускні ціни","Інформація щодо лікарських засобів, які включені до Національного переліку основних лікарських засобів та на які встановлюються граничні оптово-відпускні ціни, що містить такі дані:
1.	Міжнародна непатентована назва лікарського засобу
2.	Форма випуску, доза лікарського засобу
","Постанова Кабінету Міністрів України від 03 квітня 2019 року № 426 «Про референтне ціноутворення на деякі лікарські засоби, що закуповуються за бюджетні кошти»",Creative Commons Attribution,cc-by,1,"національний перелік,граничні ціни,оптово-відпускні ціни,відомості про лікарські засоби",4,2020-09-09,2020-09-14,Міністерство охорони здоров'я України,ministerstvo-okhorony-zdorovia-ukrayiny,"Карпенко Ірина Вікторівна, державний експерт експертної групи з питань раціонального застосування лікарських засобів Директорату фармацевтичного забезпечення Міністерства охорони здоров'я України",slava6727@ukr.net,https://data.gov.ua/dataset/418fd04c-67ef-42fc-a07f-1c876380cf46,"Перелік лікарських засобів, які включені до Національного переліку основних лікарських засобів та на які встановлюються граничні оптово-відпускні ціни (418fd04c-67ef-42fc-a07f-1c876380cf46)"
617e2dfa-7b89-4137-92a1-f765df40e1e1,"Інформація про механізми та процедури, за допомогою яких громадськість може представляти свої інтереси або в інший спосіб впливати на реалізацію повноважень Державної служби морського та річкового транспорту України (Морської адміністрації)","На вимогу статті 15 Закону України «Про доступ до публічної інформації» Морська адміністрація розміщує інформацію про механізми та процедури, за допомогою яких громадськість може представляти свої інтереси або в інший спосіб впливати на реалізацію повноважень Морської адміністрації.

Громадськість – це одна чи більше фізичних або юридичних осіб, їх об’єднання, організації або групи.

Основні повноваження Морської адміністрації визначені пунктом 4 Положення про Державну службу морського та річкового транспорту України, затвердженого постановою Кабінету Міністрів України від 6 вересня 2017 р. № 1095.",Закон України “Про доступ до публічної інформації”,Creative Commons Attribution,cc-by,1,"морська адміністрація,механізми та процедури,реалізація громадських проєктів,громадська рада",4,2020-01-27,2020-02-20,Державна служба морського та річкового транспорту України,marad,Очеретний Віталій,data@marad.gov.ua,https://data.gov.ua/dataset/617e2dfa-7b89-4137-92a1-f765df40e1e1,"Інформація про механізми та процедури, за допомогою яких громадськість може представляти свої інтереси або в інший спосіб впливати на реалізацію повноважень Державної служби морського та річкового транспорту України (Морської адміністрації) (617e2dfa-7b89-4137-92a1-f765df40e1e1)"
7d16cf68-19b4-48cc-8d3e-7f1fc80b2173,"План діяльності з підготовки проектів регуляторних актів із зазначенням видів і назв проектів, цілей їх прийняття, строків підготовки проектів, найменування органів і підрозділів, відповідальних за розроблення проектів регуляторних актів, дату їх внесення на розгляд регуляторного органу та посилання на місце оприлюднення","План діяльності Міністерства соціальної політики України з підготовки проектів регуляторних актів на 2020 рік, затверджений наказом Міністерства соціальної політики України від 13.12.2019 № 1766 „Про регуляторну діяльність Мінсоцполітики у 2020 році” ",статті 7 і 10 Закону України „Про засади державної регуляторної політики у сфері господарської діяльності”,Creative Commons Attribution,cc-by,1,"план діяльності з підготовки проектів регуляторних актів,державна регуляторна політика",2,2020-08-07,2020-10-02,Міністерство соціальної політики України,ministerstvo-sotsialnoyi-polityky-ukrayiny,Тубелець Олексій Сергійович,tubelec@mlsp.gov.ua,https://data.gov.ua/dataset/7d16cf68-19b4-48cc-8d3e-7f1fc80b2173,"План діяльності з підготовки проектів регуляторних актів із зазначенням видів і назв проектів, цілей їх прийняття, строків підготовки проектів, найменування органів і підрозділів, відповідальних за розроблення проектів регуляторних актів, дату їх внесення на розгляд регуляторного органу та посилання на місце оприлюднення (7d16cf68-19b4-48cc-8d3e-7f1fc80b2173)"
b6c7a8d0-46fa-45a6-8da7-a764ad77ce9b,"Перелік підприємств, установ (закладів) та організацій розпорядника інформації та підпорядкованих йому організацій, у тому числі їх ідентифікаційних кодів, офіційних веб-сайтів, адрес електронної пошти, телефонів та адрес","Перелік державних підприємств, що знаходяться в управлінні Фонду державного майна України - розпорядника інформації, підпорядкованих йому державних підприємств, у тому числі їх ідентифікаційних кодів, офіційних веб- сайтів, адрес електронної пошти, телефонів та адрес",Відповідно до статті 5 Закону України «Про Фонд державного майна України» та статті 7 Закону України «Про управління об'єктами державної власності»,Creative Commons Attribution,cc-by,5,"держпідприємства,державні уітарні комерційні підприємства,державні підприємства",3,2019-01-21,2019-10-21,Фонд державного майна України,fond-derzhavnoho-maina-ukrayiny,Козоріз Олександр Петрович,kop@spfu.gov.ua,https://data.gov.ua/dataset/b6c7a8d0-46fa-45a6-8da7-a764ad77ce9b,"Перелік підприємств, установ (закладів) та організацій розпорядника інформації та підпорядкованих йому організацій, у тому числі їх ідентифікаційних кодів, офіційних веб-сайтів, адрес електронної пошти, телефонів та адрес (b6c7a8d0-46fa-45a6-8da7-a764ad77ce9b)"
5a5c86b2-b95b-44bf-b668-d9a10677b347,Площа рубок лісу за системами та видами рубок,Площа рубок лісу за системами та видами рубок ,"Постанова Кабінету Міністрів України від 21.10.2015 № 835 ""Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних"" (зі змінами, внесеними згідно з Постановами КМ № 1035 від 28.12.2016 і № 354 від 24.05.2017)",Creative Commons Attribution,cc-by,1,"парки,чисельність,деревини,лісів,заповідники,площа,послуг,обсяги,заготівля,тварин,кількість,продукції,відтворення",13,2019-04-10,2020-07-14,Державна служба статистики України,derzhavna-sluzhba-statystyky-ukrayiny,Гусєва Наталія Юріївна,N.Guseva@ukrstat.gov.ua,https://data.gov.ua/dataset/5a5c86b2-b95b-44bf-b668-d9a10677b347,Площа рубок лісу за системами та видами рубок (5a5c86b2-b95b-44bf-b668-d9a10677b347)
e1722405-c656-4036-a70b-78ffa8190e3e,Інформація про видані та анульовані ліцензії та сертифікати на транспорті,Інформація про видані та анульовані ліцензії та сертифікати на транспорті,Закон України “Про доступ до публічної інформації”,Creative Commons Attribution,cc-by,27,"наземний транспорт,анулювання,видача,ліцензії,укртрансбезпека",5,2018-09-11,2020-01-10,Державна служба України з безпеки на транспорті (Укртрансбезпека),derzhavna-sluzhba-ukrayiny-z-bezpeky-na-transporti-ukrtransbezpeka,Рядько С. М.,alldata@dsbt.gov.ua,https://data.gov.ua/dataset/e1722405-c656-4036-a70b-78ffa8190e3e,Інформація про видані та анульовані ліцензії та сертифікати на транспорті (e1722405-c656-4036-a70b-78ffa8190e3e)
86727e4e-0233-4f7e-b368-bf31569825c8,Акти Вищої ради правосуддя,"Набір даних містить рішення Вищої ради правосуддя, її органів, ухвалені на засіданнях Вищої ради правосуддя, Дисциплінарних палат та оприлюднені на офіційному вебсайті Вищої ради правосуддя.","Закон України ""Про доступ до публічної інформації""",Creative Commons Attribution,cc-by,2,"ухвала врп,рішення врп,рішення дисциплінарної палати,акти врп,act hcj",5,2020-07-08,2020-09-25,Вища рада правосуддя,vyshcha-rada-pravosuddia,Лисенко Оксана Миколаївна,o.lysenko@hcj.gov.ua,https://data.gov.ua/dataset/86727e4e-0233-4f7e-b368-bf31569825c8,Акти Вищої ради правосуддя (86727e4e-0233-4f7e-b368-bf31569825c8)
6eb25893-57a9-4936-ba1d-cf7d264e4c2e,"Перелік проектів міжнародної технічної допомоги за підтримки країн-донорів, що реалізуються в Україні та пройшли державну реєстрацію (перереєстрацію) у Мінекономрозвитку","Містить інформацію про проекти міжнародної технічної допомоги за підтримки країн-донорів, що реалізуються в Україні та пройшли державну реєстрацію (перереєстрацію) у Мінекономрозвитку","Постанова Кабінету Міністрів України від 15 лютого 2002 р. № 153 «Про створення єдиної системи залучення, використання та моніторингу міжнародної технічної допомоги» (https://zakon.rada.gov.ua/laws/show/153-2002-%D0%BF)",Creative Commons Attribution,cc-by,1,"реєстраційний номер,валюта,початок,кінець,виконавець,донор,бюджет проекту,назва пректу,реципієнт,бенефіціар",10,2018-08-29,2019-12-03,"Міністерство розвитку економіки, торгівлі та сільського господарства України",ministerstvo-ekonomichnoho-rozvytku-i-torhivli-ukrayiny,Харланов Володимир Борисович,hvb@me.gov.ua,https://data.gov.ua/dataset/6eb25893-57a9-4936-ba1d-cf7d264e4c2e,"Перелік проектів міжнародної технічної допомоги за підтримки країн-донорів, що реалізуються в Україні та пройшли державну реєстрацію (перереєстрацію) у Мінекономрозвитку (6eb25893-57a9-4936-ba1d-cf7d264e4c2e)"
082a5a71-25a2-40ba-b4b1-043481bbc63c,"Адміністративні дані, що збираються (обробляються) та підлягають оприлюдненню ДСНС України","Адміністративні дані, що збираються (обробляються) та підлягають оприлюдненню ДСНС України","Постанова КМУ  від 16 грудня 2015 р. № 1052   ""Про затвердження Положення про ДСНС України""",Creative Commons Attribution,cc-by,24,"адміністативні дані,дснс",2,2020-02-25,2020-02-25,Державна служба України з надзвичайних ситуацій,derzhavna-sluzhba-ukrayiny-z-nadzvychainykh-sytuatsii,Мишура Лариса Володимирівна,myshura@uz.dsns.gov.ua,https://data.gov.ua/dataset/082a5a71-25a2-40ba-b4b1-043481bbc63c,"Адміністративні дані, що збираються (обробляються) та підлягають оприлюдненню ДСНС України (082a5a71-25a2-40ba-b4b1-043481bbc63c)"
2c4cadcd-89b3-4e58-b53c-654cb0341b91,Інформація про двостороннє співробітництво у сфері управління водними ресурсами,"Держводагентство  здійснює міжнародне співробітництво у галузі використання і охорони вод та відтворення поверхневих водних ресурсів прикордонних вод; проводить моніторинг якості вод на транскордонних ділянках водотоків, визначених відповідно до міждержавних угод про співробітництво на транскордонних водних об’єктах","Положення про Державне агентство водних ресурсів України, затвердженого постановою Кабінету Міністрів України від 20.08.2014 № 393 (зі змінами), Закон України ""Про транскордонне співробітництво""",Creative Commons Attribution,cc-by,1,"міжнародне співробітництво,міждержавні угоди,транскордонні водні обєкти,прикордонні води,співробітництво,якість води,моніторинг",7,2019-10-31,2019-10-31,Державне агентство водних ресурсів України,derzhavne-ahentstvo-vodnykh-resursiv-ukrayiny,Зінченко Тетяна Григорівна,zinchenko@davr.gov.ua,https://data.gov.ua/dataset/2c4cadcd-89b3-4e58-b53c-654cb0341b91,Інформація про двостороннє співробітництво у сфері управління водними ресурсами (2c4cadcd-89b3-4e58-b53c-654cb0341b91)
923dd11e-b650-4d38-a655-b56f173973a2,Інформація про обсяги відшкодування податку на додану вартість з державного бюджету,Інформація про бюджетне відшкодування податку на додану вартість в агрегованому вигляді,"Наказ ДФС від 15.01.2018 №18 ""Про підтримку в актуальному стані офіційного веб-порталу ДФС"". Оприлюднення інформації, що міститься в наборі даних, здійснюється у зв’язку з високим суспільним інтересом до таких даних (високої частоти їх запитування)",Creative Commons Attribution,cc-by,2,"заявлених,відшкодування пдв,зараховано,сум,залишок,обсяги,відхилені суми",7,2019-09-10,2020-04-15,Державна податкова служба України,tax, Василевський Володимир Олексійович ,volodymyr.vasylevskiy@sfs.gov.ua,https://data.gov.ua/dataset/923dd11e-b650-4d38-a655-b56f173973a2,Інформація про обсяги відшкодування податку на додану вартість з державного бюджету (923dd11e-b650-4d38-a655-b56f173973a2)
5f7baf73-ebad-4686-b4e9-1c475e957c7d,Інформація про контактні дані Інспекції з питань підготовки та дипломування моряків,Інформація про контактні дані,"Постанова Кабінету Міністрів України від 21 жовтня 2015 року № 835, Наказ Державної служби морського та річкового транспорту України від 24.07.2019 № 298",Creative Commons Attribution,cc-by,1,"інспекція з питань підготовки та дипломування моряків,контактні дані,іппдм,адреса та контакти",4,2019-10-18,2020-02-06,Державна служба морського та річкового транспорту України,marad,Ленік Аркадій Анатолійович,a.lenik@itcs.org.ua,https://data.gov.ua/dataset/5f7baf73-ebad-4686-b4e9-1c475e957c7d,Інформація про контактні дані Інспекції з питань підготовки та дипломування моряків (5f7baf73-ebad-4686-b4e9-1c475e957c7d)
7ae70849-d46b-45a3-a4fc-e66637a69cf6,Інформація про державні соціальні стандарти та гарантії,"Інформація про державні соціальні стандарти та гарантії , що містить прожитковий  мінімум (ПМ), мінімальна заробітна плата, мінімальна пенсія, мінімальна допомога по безробіттю, допомога на поховання для безробітних, допомога на поховання для працюючих та членів їх сімей, щомісячна адресна допомога внутрішньо переміщеним особам для покриття витрат на проживання, в тому числі на оплату житлово-комунальних послуг (відповідно до постанови КМУ від 01.10.2014 № 505 (зі змінами)), допомога при народженні дитини, допомога на дітей одиноким матерям, про державну соціальну допомогу малозабезпеченими сім’ям, державна соціальна допомога
","Указ Президента України «Про заходи щодо забезпечення надання інформації з питань соціально-економічної ситуації в Україні» від 12.05.2009 № 299/2009 (Із змінами, внесеними згідно з Указом Президента N 573/2009 ( 573/2009 ) від 27.07.2009), Постанова Кабінету Міністрів України від 21 жовтня 2015 р. № 835 Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних (із змінами)",Creative Commons Attribution,cc-by,1,"допомога малозабезпеченим сім'ям,допомога внутрішньо переміщеним особам,мінімальна пенсія,допомога по безробіттю,допомога при народженні дитини,державна соціальна допомога",6,2019-01-28,2020-08-17,Міністерство соціальної політики України,ministerstvo-sotsialnoyi-polityky-ukrayiny,Ждан Ольга Володимирівна ,ovz@mlsp.gov.ua,https://data.gov.ua/dataset/7ae70849-d46b-45a3-a4fc-e66637a69cf6,Інформація про державні соціальні стандарти та гарантії (7ae70849-d46b-45a3-a4fc-e66637a69cf6)
00739981-80f7-4dde-b70a-6905a4e277fd,Правові засади діяльності Держекспортконтролю,правові засади діяльності Держекспортконтролю,"Закон України ""Про доступ до публічної інформації"" від 13 січня 2011 року № 2939-VI ",Creative Commons Attribution,cc-by,1,"держекспортконтроль,державна служба експортного контролю україни",2,2020-02-12,2020-02-13,Державна служба експортного контролю України,derzhavna-sluzhba-eksportnoho-kontroliu-ukrayiny,Байбуза Д.С.,general@dsecu.gov.ua,https://data.gov.ua/dataset/00739981-80f7-4dde-b70a-6905a4e277fd,Правові засади діяльності Держекспортконтролю (00739981-80f7-4dde-b70a-6905a4e277fd)
f49e2611-edcd-40e1-af12-1f90a48719ff,Автоматизована інформаційна система Державної казначейської служби України обліку доходів та видатків бюджетів усіх рівнів,Автоматизована інформаційна система Державної казначейської служби України обліку доходів та видатків бюджетів усіх рівнів,Наказ Державної казначейської служби України від 07.05.2018 № 138,Creative Commons Attribution,cc-by,1,облік доходів та видатків бюджетів усіх рівнів,1,2018-11-08,2019-03-05,Державна казначейська служба України (Казначейство),dksu,Скрипченко Анастасія Іванівна,press@treasury.gov.ua,https://data.gov.ua/dataset/f49e2611-edcd-40e1-af12-1f90a48719ff,Автоматизована інформаційна система Державної казначейської служби України обліку доходів та видатків бюджетів усіх рівнів (f49e2611-edcd-40e1-af12-1f90a48719ff)
9057e3b7-14dd-41f4-83ac-61976555794c,"Дані щодо об'єктів будівництва, реконструкції та ремонту автомобільних доріг загального користування державного значення відповідно до стандартів СоST -  Construction Sector Transparency Initiative Infrastructure Data Standards","Дані щодо об'єктів будівництва, реконструкції та ремонту автомобільних доріг загального користування державного значення відповідно до стандартів СоST -  Construction Sector Transparency Initiative Infrastructure Data Standards","Меморандум про взаєморозуміння між Міжнародним Секретаріатом Ініціативи Соst, Міністерством інфраструктури України, Державним агентством автомобільних доріг України таTransparency International  Україна",Creative Commons Attribution,cc-by,2,"стандарти соst,ремонт,соst,реконструкція,об'єкти будівництва",5,2018-08-17,2019-03-04,Державне агентство автомобільних доріг України,derzhavne-ahentstvo-avtomobilnykh-dorih-ukrayiny,Ожигова Оксана Віталіївна,press@ukravtodor.gov.ua,https://data.gov.ua/dataset/9057e3b7-14dd-41f4-83ac-61976555794c,"Дані щодо об'єктів будівництва, реконструкції та ремонту автомобільних доріг загального користування державного значення відповідно до стандартів СоST -  Construction Sector Transparency Initiative Infrastructure Data Standards (9057e3b7-14dd-41f4-83ac-61976555794c)"
348f245f-9450-4b28-9bba-25d6e10fe82a,Рішення Адміністрації Держспецзв’язку з питань ліцензування господарської діяльності у галузі криптографічного та технічного захисту інформації,"У цьому наборі публікуються рішення Адміністрації Держспецзв’язку з питань ліцензування господарської діяльності у галузі криптографічного та технічного захисту інформації (анулювання, залишення заяви без розгляду, видача ліцензії, відмова у видачі ліцензії, звуження діяльності, розширення діяльності)","Закон України ""Про ліцензування видів господарської діяльності""",Creative Commons Attribution,cc-by,28,"ліцензування,рішення з ліцензування",2,2019-06-11,2020-09-22,Адміністрація Державної служби спеціального зв’язку та захисту інформації України,administratsiia-derzhavnoyi-sluzhby-spetsialnoho-zviazku-ta-zakhystu-informatsiyi-ukrayiny,Цилінська Катерина Адамівна,press@dsszzi.gov.ua,https://data.gov.ua/dataset/348f245f-9450-4b28-9bba-25d6e10fe82a,Рішення Адміністрації Держспецзв’язку з питань ліцензування господарської діяльності у галузі криптографічного та технічного захисту інформації (348f245f-9450-4b28-9bba-25d6e10fe82a)
